ADDR_ID|LEGAL_ENTITY_ID|ADDRESS_TYPE_CODE|LINE1|LINE2|CITY|STATE_TYPE_CODE|POSTAL_CODE|INSRT_TS|CHNG_TS|INSRT_USR_ID|CHNG_USR_ID|ACTIVE_FLAG|ADDRESS_STANDARDIZATION_FAILED_FLAG|REFERENCE_ID
dc82550d-0fc4-4553-9b19-10cc4b325d5b|6ee140d1-70c1-4d60-83e8-56e702750af6|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 09:03:22.955000|2018-03-06 09:03:23.464470|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301141355
09add45d-f45d-4903-ad86-4e4046bfe638|2a91cdb9-8510-4959-a4ce-912f93bd122f|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 09:03:24.211000|2018-03-06 09:03:24.706043|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301290767
a7abbbd0-1104-4b99-b565-ea33a90fc4a6|5f330acb-953f-4bd7-b29d-a33fea60df2a|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 09:03:25.634000|2018-03-06 09:03:26.366170|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301361626
3bbc3465-390b-46c3-807d-e4b3fcb5c0dd|516bf3ee-39bf-4a81-aa60-0851b879f2c6|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 09:03:26.939000|2018-03-06 09:03:27.326106|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301373362
ccb489d3-3a78-4612-a1a3-30b51e8517d9|becfaab8-7884-496f-8d00-34fc373b33ab|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 09:03:28.700000|2018-03-06 09:03:28.570114|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301694298
90234c1c-7e12-419c-82a3-b026970d2294|8a1a0491-afcd-40d3-ab4c-075c527baba0|1|3607 WAYZATA BLVD||MINNEAPOLIS|44|55416|2018-03-06 09:03:29.395000|2018-03-06 09:03:29.845527|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|1|TCC-180301110028
72a69345-3cd5-4774-8381-cf1defcadd07|702c4577-0210-4f52-82ff-523711197f5d|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 17:03:52.698000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301533355
fc49fdef-d823-49e0-a4fc-ad87c3b71d3e|eae1f084-8ecc-4195-9a35-866281c10125|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 17:03:35.928000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301811773
82d90876-c3be-4148-98f0-c7155e9ab1aa|ba16003f-6a53-46c2-8c7e-14ed31337111|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 17:03:05.337000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301386008
99a841c7-1c7e-43ea-acd1-8f28768bc3b9|26c4fc9d-5ca9-4824-a6f9-328bcae186c1|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 17:03:50.633000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301228770
2219b4dd-9782-4cc2-872c-25851a2793dd|37f4c052-9bba-4fb2-bd06-f4c7e775c061|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 20:03:03.589000|2018-03-06 17:03:07.119916|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301705276
7de9c69f-b68c-4854-a7a2-373832a1d6bc|6ca88854-bb0f-4db6-94e1-cfecf438e21b|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 20:03:05.448000|2018-03-06 17:03:50.718140|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301665509
060f9e8e-7caa-4c1b-b3f5-599e3bb07d97|2f7af051-2e9e-4f87-86fd-bff641f3aae8|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 15:03:27.610000|2018-03-06 17:03:50.718140|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301673219
6b49642b-1595-4dbc-8dc8-8f33cf905bff|fb6cd020-f5fa-4242-8bec-98a7dcb1e3b9|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 15:03:30.275000|2018-03-06 20:03:04.464882|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301861996
abfd3748-c401-4c19-8a22-b4dc5ae448a7|fff19d8f-a454-495d-9b86-eab0b8354624|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 15:03:40.124000|2018-03-06 20:03:06.180163|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301437727
5e8dbe58-53d2-4e8b-be5d-ec3bf254c034|415c5a88-b1a9-41b8-bd3e-97fb98ce12f8|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 16:03:40.524000|2018-03-06 15:03:28.520223|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180302247570
9db8d132-7b05-4825-a087-61bc734c1ff7|98f0bbac-5248-45ba-9a3e-1693cc635f67|1|8915 MJHVTWKH RD|APT 22|DORA|36|35062|2018-03-06 16:03:14.145000|2018-03-07 00:03:06.975210|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180302346301
238da413-7473-4d6f-93e8-e2a6a974a417|4744dba3-1d75-4b20-a9bd-d63ca04065fb|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 07:03:09.538000|2018-03-06 07:03:11.640300|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301434211
ed49caaa-2a42-445d-87b5-b29d227d6785|0e93e711-3fb4-4e8f-be77-c76479b2bb50|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:07.127000|2018-03-06 09:03:08.579674|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301135014
156cb122-0161-4dcf-bb31-375e5539ef9a|54fef18c-c70e-402e-b7d9-8df6d60d0476|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:09.653000|2018-03-06 09:03:10.101708|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301012005
217c748e-6cbd-4a2a-acb3-1ca4e80895eb|2c0f4091-6bde-4a55-98f3-f580a84d0bb1|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:11.586000|2018-03-06 09:03:12.262963|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301448928
76fa7ade-dbd5-4de6-b64d-cf227d465f46|0f2a4afc-9d4a-4e22-9f92-32f82e0ab783|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:14.820000|2018-03-06 09:03:14.738013|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301281465
a59a4a15-b98f-4d61-b297-41918b4004df|5f1a8a72-b5ec-4131-ab4a-9341bcf4aaeb|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:15.594000|2018-03-06 09:03:16.638900|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301799501
2ba862e4-5ab7-4080-9afc-a1e3f13bca65|a0820942-c828-4c3a-94a9-993f5b8ada15|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:17.590000|2018-03-06 09:03:17.470115|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301417261
082f34b6-6f8f-4905-b439-936a1b3b2815|9cb0f124-e9b6-41cb-8f21-c6c89d5dbd97|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:18.705000|2018-03-06 09:03:19.263190|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301348815
ccaca455-424a-43df-8e37-15d5e4b21d9a|74c2d7df-43a4-4dbc-b82f-8ba0e8add27c|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:20.770000|2018-03-06 09:03:20.554639|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301404011
421c901a-17c0-4891-bea2-8d40bcf4436c|ddc5b4ba-9f04-4416-9373-3039c854b228|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:21.373000|2018-03-06 09:03:21.875173|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301794238
3d036b33-e7c0-4c1e-88dd-8ca4a45ef0d5|6ee140d1-70c1-4d60-83e8-56e702750af6|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:22.955000|2018-03-06 09:03:23.464470|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301141355
40112a80-e396-4d1f-8fea-be32aa5635e1|2a91cdb9-8510-4959-a4ce-912f93bd122f|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:24.211000|2018-03-06 09:03:24.706043|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301290767
6eb22033-627c-4bd9-8b7b-f6afeb255398|5f330acb-953f-4bd7-b29d-a33fea60df2a|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:25.634000|2018-03-06 09:03:26.366170|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301361626
9696710d-4228-4224-8846-88150a54d7aa|516bf3ee-39bf-4a81-aa60-0851b879f2c6|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:26.939000|2018-03-06 09:03:27.326106|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301373362
9b40f501-f595-4ded-bff5-54915aff248d|becfaab8-7884-496f-8d00-34fc373b33ab|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:28.700000|2018-03-06 09:03:28.570114|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301694298
555ca415-2237-4a74-ad54-17560a1fee52|702c4577-0210-4f52-82ff-523711197f5d|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 09:03:29.395000|2018-03-06 09:03:29.845527|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|1|TCC-180301110028
c350cb3b-46ea-4175-88db-cedc50f7f4d4|eae1f084-8ecc-4195-9a35-866281c10125|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 17:03:52.698000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301533355
a4887429-7258-4b1b-9cfc-19ef1507c5c4|ba16003f-6a53-46c2-8c7e-14ed31337111|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 17:03:35.928000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301811773
7b4982b4-a72b-4077-8737-13914b6b2680|26c4fc9d-5ca9-4824-a6f9-328bcae186c1|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 17:03:05.337000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301386008
897f83a0-3288-4c18-9e33-b5ff9b8516f1|37f4c052-9bba-4fb2-bd06-f4c7e775c061|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 17:03:50.633000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301228770
bb78e81e-566c-4790-b955-d280cc4de6e2|6ca88854-bb0f-4db6-94e1-cfecf438e21b|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 20:03:03.589000|2018-03-06 17:03:07.119916|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301705276
1532f7b0-5613-411d-9929-65bc27bdab40|2f7af051-2e9e-4f87-86fd-bff641f3aae8|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 20:03:05.448000|2018-03-06 17:03:50.718140|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301665509
f4496013-68a3-493d-8d0e-d8ffad2c46bf|fb6cd020-f5fa-4242-8bec-98a7dcb1e3b9|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 15:03:27.610000|2018-03-06 17:03:50.718140|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301673219
1ca9886b-7351-422a-86bb-097c3ab5ea40|fff19d8f-a454-495d-9b86-eab0b8354624|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 15:03:30.275000|2018-03-06 20:03:04.464882|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301861996
1f4d4382-f754-4d3a-80ec-1928fa05a82f|415c5a88-b1a9-41b8-bd3e-97fb98ce12f8|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 15:03:40.124000|2018-03-06 20:03:06.180163|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301437727
26b9f8cd-ef26-42b1-9cf9-bbae4fd67172|98f0bbac-5248-45ba-9a3e-1693cc635f67|2|7000 MJHVTWKH RD|BLD 1|DORA|36|35061|2018-03-06 16:03:40.524000|2018-03-06 15:03:28.520223|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180302247570
78608c0c-13c8-4890-ae83-439b5de65968|4744dba3-1d75-4b20-a9bd-d63ca04065fb|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 16:03:14.145000|2018-03-07 00:03:06.975210|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301434211
183f8608-0c58-4f3c-af41-3b8c71488138|0e93e711-3fb4-4e8f-be77-c76479b2bb50|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 07:03:09.538000|2018-03-06 07:03:11.640300|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301135014
f521380a-de91-4a15-a52c-0f72affe8c95|54fef18c-c70e-402e-b7d9-8df6d60d0476|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:07.127000|2018-03-06 09:03:08.579674|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301012005
51b72297-8662-4d3a-a562-6e0c2580ff8c|2c0f4091-6bde-4a55-98f3-f580a84d0bb1|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:09.653000|2018-03-06 09:03:10.101708|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301448928
6ac848d8-7f30-4f15-8253-d4ee44e83f0b|0f2a4afc-9d4a-4e22-9f92-32f82e0ab783|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:11.586000|2018-03-06 09:03:12.262963|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301281465
20993d0a-bb07-4c25-ba0f-dd8a1e96fbfe|5f1a8a72-b5ec-4131-ab4a-9341bcf4aaeb|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:14.820000|2018-03-06 09:03:14.738013|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301799501
713e4e2a-59e3-4080-bcb0-f19f0bc5f818|a0820942-c828-4c3a-94a9-993f5b8ada15|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:15.594000|2018-03-06 09:03:16.638900|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301417261
8c8ff4ed-6952-429d-a767-5fb3437c3941|9cb0f124-e9b6-41cb-8f21-c6c89d5dbd97|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:17.590000|2018-03-06 09:03:17.470115|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301348815
7ff5815f-9775-45ce-a4c8-f2c148ac0128|74c2d7df-43a4-4dbc-b82f-8ba0e8add27c|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:18.705000|2018-03-06 09:03:19.263190|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301404011
77c5a684-65a6-41a2-810b-903e31fac82c|ddc5b4ba-9f04-4416-9373-3039c854b228|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:20.770000|2018-03-06 09:03:20.554639|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301794238
e674a0f2-3f6d-4779-949d-cb0148edf0ee|6ee140d1-70c1-4d60-83e8-56e702750af6|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:21.373000|2018-03-06 09:03:21.875173|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301141355
422af0d5-bc3a-468b-a6fd-617711cedfc9|2a91cdb9-8510-4959-a4ce-912f93bd122f|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:22.955000|2018-03-06 09:03:23.464470|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301290767
8d7f5823-4368-42e6-aa49-582c768118e7|5f330acb-953f-4bd7-b29d-a33fea60df2a|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:24.211000|2018-03-06 09:03:24.706043|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301361626
423dace6-58b0-4fd0-8c97-6c5d2a83f608|516bf3ee-39bf-4a81-aa60-0851b879f2c6|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:25.634000|2018-03-06 09:03:26.366170|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301373362
56b2bca0-0db3-46ef-b140-24243e4685f0|becfaab8-7884-496f-8d00-34fc373b33ab|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:26.939000|2018-03-06 09:03:27.326106|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301694298
90f988d8-ee34-4682-925b-eb97fb8216fc|8a1a0491-afcd-40d3-ab4c-075c527baba0|3|3607 WAYZATA BLVD||MINNEAPOLIS|44|55416|2018-03-06 09:03:28.700000|2018-03-06 09:03:28.570114|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|1|TCC-180301110028
ba050d39-75d0-4250-91bc-e1befc2fb6df|702c4577-0210-4f52-82ff-523711197f5d|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 09:03:29.395000|2018-03-06 09:03:29.845527|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301533355
323885b4-239d-419b-a845-aa93406560ad|eae1f084-8ecc-4195-9a35-866281c10125|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 17:03:52.698000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301811773
0d526cad-f08e-4127-98bf-8ee898ffbea5|ba16003f-6a53-46c2-8c7e-14ed31337111|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 17:03:35.928000|2018-03-06 17:03:54.351482|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301386008
e2e1e465-4c6c-47b1-ad39-4bbbc9d15c04|26c4fc9d-5ca9-4824-a6f9-328bcae186c1|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 17:03:05.337000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301228770
e12f4152-2e7d-4568-af79-9ec820632cd4|37f4c052-9bba-4fb2-bd06-f4c7e775c061|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 17:03:50.633000|2018-03-06 17:03:35.992726|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301705276
b49b0c70-0ac2-43cb-808f-792a374b2aea|6ca88854-bb0f-4db6-94e1-cfecf438e21b|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 20:03:03.589000|2018-03-06 17:03:07.119916|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TDC-180301665509
e6a2f875-c5ac-4fcb-a252-f73b9db3d911|2f7af051-2e9e-4f87-86fd-bff641f3aae8|3|8915 MJHVTWKH|RD|DORA|36|35062|2018-03-06 20:03:05.448000|2018-03-06 17:03:50.718140|92a9b111-321f-4508-bdd6-12b91778f39f|92a9b111-321f-4508-bdd6-12b91778f39f|1|0|TCC-180301673219
